Handle,Title,Description,Status,Thumbnail,Image 1,Image 2,Image 3,Profile Name,Option 1 Name,Option 1 Value,Variant SKU,Variant Inventory Quantity,Variant Manage Inventory,Variant Allow Backorder,Variant Price [INR]
"slim-fit-t-shirt-180gsm-34","Slim fit T-shirt 180gsm","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37011432-56-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011432-56-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011432-56-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011432-56-004?wid=2048&hei=2867&fit=crop","Default","Size","L","SLIM-FIT-T-SHIRT-180GSM-34-L",100,TRUE,FALSE,1290
"slim-fit-t-shirt-180gsm-34","Slim fit T-shirt 180gsm","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37011432-56-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011432-56-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011432-56-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011432-56-004?wid=2048&hei=2867&fit=crop","Default","Size","XL","SLIM-FIT-T-SHIRT-180GSM-34-XL",100,TRUE,FALSE,1290
"slim-fit-t-shirt-180gsm-34","Slim fit T-shirt 180gsm","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37011432-56-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011432-56-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011432-56-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011432-56-004?wid=2048&hei=2867&fit=crop","Default","Size","XXL","SLIM-FIT-T-SHIRT-180GSM-34-XXL",100,TRUE,FALSE,1290
"fine-knit-cotton-blend-t-shirt-35","Fine knit cotton blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37061436-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-004?wid=2048&hei=2867&fit=crop","Default","Size","S","FINE-KNIT-COTTON-BLEND-T-SHIRT-35-S",100,TRUE,FALSE,2890
"fine-knit-cotton-blend-t-shirt-35","Fine knit cotton blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37061436-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-004?wid=2048&hei=2867&fit=crop","Default","Size","M","FINE-KNIT-COTTON-BLEND-T-SHIRT-35-M",100,TRUE,FALSE,2890
"fine-knit-cotton-blend-t-shirt-35","Fine knit cotton blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37061436-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-004?wid=2048&hei=2867&fit=crop","Default","Size","L","FINE-KNIT-COTTON-BLEND-T-SHIRT-35-L",100,TRUE,FALSE,2890
"fine-knit-cotton-blend-t-shirt-35","Fine knit cotton blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37061436-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-004?wid=2048&hei=2867&fit=crop","Default","Size","XL","FINE-KNIT-COTTON-BLEND-T-SHIRT-35-XL",100,TRUE,FALSE,2890
"fine-knit-cotton-blend-t-shirt-35","Fine knit cotton blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37061436-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-30-004?wid=2048&hei=2867&fit=crop","Default","Size","XXL","FINE-KNIT-COTTON-BLEND-T-SHIRT-35-XXL",100,TRUE,FALSE,2890
"ribbed-cotton-linen-blend-t-shirt-36","Ribbed cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37051437-07-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-004?wid=2048&hei=2867&fit=crop","Default","Size","S","RIBBED-COTTON-LINEN-BLEND-T-SHIRT-36-S",100,TRUE,FALSE,3899
"ribbed-cotton-linen-blend-t-shirt-36","Ribbed cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37051437-07-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-004?wid=2048&hei=2867&fit=crop","Default","Size","M","RIBBED-COTTON-LINEN-BLEND-T-SHIRT-36-M",100,TRUE,FALSE,3899
"ribbed-cotton-linen-blend-t-shirt-36","Ribbed cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37051437-07-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-004?wid=2048&hei=2867&fit=crop","Default","Size","L","RIBBED-COTTON-LINEN-BLEND-T-SHIRT-36-L",100,TRUE,FALSE,3899
"ribbed-cotton-linen-blend-t-shirt-36","Ribbed cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37051437-07-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-004?wid=2048&hei=2867&fit=crop","Default","Size","XL","RIBBED-COTTON-LINEN-BLEND-T-SHIRT-36-XL",100,TRUE,FALSE,3899
"ribbed-cotton-linen-blend-t-shirt-36","Ribbed cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37051437-07-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051437-07-004?wid=2048&hei=2867&fit=crop","Default","Size","XXL","RIBBED-COTTON-LINEN-BLEND-T-SHIRT-36-XXL",100,TRUE,FALSE,3899
"relaxed-fit-cotton-linen-blend-t-shirt-37","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-89-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-004?wid=2048&hei=2867&fit=crop","Default","Size","XS","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-37-XS",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-37","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-89-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-004?wid=2048&hei=2867&fit=crop","Default","Size","S","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-37-S",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-37","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-89-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-004?wid=2048&hei=2867&fit=crop","Default","Size","M","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-37-M",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-37","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-89-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-004?wid=2048&hei=2867&fit=crop","Default","Size","L","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-37-L",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-37","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-89-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-004?wid=2048&hei=2867&fit=crop","Default","Size","XL","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-37-XL",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-37","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-89-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-89-004?wid=2048&hei=2867&fit=crop","Default","Size","XXL","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-37-XXL",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-38","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-02-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-004?wid=2048&hei=2867&fit=crop","Default","Size","XS","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-38-XS",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-38","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-02-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-004?wid=2048&hei=2867&fit=crop","Default","Size","S","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-38-S",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-38","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-02-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-004?wid=2048&hei=2867&fit=crop","Default","Size","M","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-38-M",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-38","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-02-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-004?wid=2048&hei=2867&fit=crop","Default","Size","L","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-38-L",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-38","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-02-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-004?wid=2048&hei=2867&fit=crop","Default","Size","XL","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-38-XL",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-38","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-02-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-02-004?wid=2048&hei=2867&fit=crop","Default","Size","XXL","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-38-XXL",100,TRUE,FALSE,2499
"fine-knit-cotton-blend-t-shirt-39","Fine knit cotton blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37061436-48-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-004?wid=2048&hei=2867&fit=crop","Default","Size","S","FINE-KNIT-COTTON-BLEND-T-SHIRT-39-S",100,TRUE,FALSE,2890
"fine-knit-cotton-blend-t-shirt-39","Fine knit cotton blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37061436-48-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-004?wid=2048&hei=2867&fit=crop","Default","Size","M","FINE-KNIT-COTTON-BLEND-T-SHIRT-39-M",100,TRUE,FALSE,2890
"fine-knit-cotton-blend-t-shirt-39","Fine knit cotton blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37061436-48-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-004?wid=2048&hei=2867&fit=crop","Default","Size","L","FINE-KNIT-COTTON-BLEND-T-SHIRT-39-L",100,TRUE,FALSE,2890
"fine-knit-cotton-blend-t-shirt-39","Fine knit cotton blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37061436-48-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-004?wid=2048&hei=2867&fit=crop","Default","Size","XL","FINE-KNIT-COTTON-BLEND-T-SHIRT-39-XL",100,TRUE,FALSE,2890
"fine-knit-cotton-blend-t-shirt-39","Fine knit cotton blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37061436-48-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061436-48-004?wid=2048&hei=2867&fit=crop","Default","Size","XXL","FINE-KNIT-COTTON-BLEND-T-SHIRT-39-XXL",100,TRUE,FALSE,2890
"linen-blend-striped-t-shirt-40","Linen blend striped T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37031419-08-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-004?wid=2048&hei=2867&fit=crop","Default","Size","S","LINEN-BLEND-STRIPED-T-SHIRT-40-S",100,TRUE,FALSE,3699
"linen-blend-striped-t-shirt-40","Linen blend striped T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37031419-08-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-004?wid=2048&hei=2867&fit=crop","Default","Size","M","LINEN-BLEND-STRIPED-T-SHIRT-40-M",100,TRUE,FALSE,3699
"linen-blend-striped-t-shirt-40","Linen blend striped T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37031419-08-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-004?wid=2048&hei=2867&fit=crop","Default","Size","L","LINEN-BLEND-STRIPED-T-SHIRT-40-L",100,TRUE,FALSE,3699
"linen-blend-striped-t-shirt-40","Linen blend striped T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37031419-08-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-004?wid=2048&hei=2867&fit=crop","Default","Size","XL","LINEN-BLEND-STRIPED-T-SHIRT-40-XL",100,TRUE,FALSE,3699
"linen-blend-striped-t-shirt-40","Linen blend striped T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37031419-08-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031419-08-004?wid=2048&hei=2867&fit=crop","Default","Size","XXL","LINEN-BLEND-STRIPED-T-SHIRT-40-XXL",100,TRUE,FALSE,3699
"relaxed-fit-t-shirt-260gsm-41","Relaxed fit T-shirt 260gsm","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37011431-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-004?wid=2048&hei=2867&fit=crop","Default","Size","XS","RELAXED-FIT-T-SHIRT-260GSM-41-XS",100,TRUE,FALSE,1990
"relaxed-fit-t-shirt-260gsm-41","Relaxed fit T-shirt 260gsm","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37011431-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-004?wid=2048&hei=2867&fit=crop","Default","Size","S","RELAXED-FIT-T-SHIRT-260GSM-41-S",100,TRUE,FALSE,1990
"relaxed-fit-t-shirt-260gsm-41","Relaxed fit T-shirt 260gsm","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37011431-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-004?wid=2048&hei=2867&fit=crop","Default","Size","M","RELAXED-FIT-T-SHIRT-260GSM-41-M",100,TRUE,FALSE,1990
"relaxed-fit-t-shirt-260gsm-41","Relaxed fit T-shirt 260gsm","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37011431-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-004?wid=2048&hei=2867&fit=crop","Default","Size","L","RELAXED-FIT-T-SHIRT-260GSM-41-L",100,TRUE,FALSE,1990
"relaxed-fit-t-shirt-260gsm-41","Relaxed fit T-shirt 260gsm","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37011431-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-004?wid=2048&hei=2867&fit=crop","Default","Size","XL","RELAXED-FIT-T-SHIRT-260GSM-41-XL",100,TRUE,FALSE,1990
"relaxed-fit-t-shirt-260gsm-41","Relaxed fit T-shirt 260gsm","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37011431-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011431-30-004?wid=2048&hei=2867&fit=crop","Default","Size","XXL","RELAXED-FIT-T-SHIRT-260GSM-41-XXL",100,TRUE,FALSE,1990
"relaxed-fit-cotton-linen-blend-t-shirt-42","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-11-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-004?wid=2048&hei=2867&fit=crop","Default","Size","XS","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-42-XS",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-42","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-11-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-004?wid=2048&hei=2867&fit=crop","Default","Size","S","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-42-S",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-42","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-11-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-004?wid=2048&hei=2867&fit=crop","Default","Size","M","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-42-M",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-42","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-11-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-004?wid=2048&hei=2867&fit=crop","Default","Size","L","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-42-L",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-42","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-11-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-004?wid=2048&hei=2867&fit=crop","Default","Size","XL","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-42-XL",100,TRUE,FALSE,2499
"relaxed-fit-cotton-linen-blend-t-shirt-42","Relaxed fit cotton-linen blend T-shirt","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37062898-11-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37062898-11-004?wid=2048&hei=2867&fit=crop","Default","Size","XXL","RELAXED-FIT-COTTON-LINEN-BLEND-T-SHIRT-42-XXL",100,TRUE,FALSE,2499
"slim-fit-cotton-tank-top-43","Slim-fit cotton tank top","Premium quality T-shirt from Mango.","published","https://media.mango.com/is/image/punto/37011438-99-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011438-99-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011438-99-003?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37011438-99-004?wid=2048&hei=2867&fit=crop","Default","Size","S","SLIM-FIT-COTTON-TANK-TOP-43-S",100,TRUE,FALSE,1899
