"ProductMedia-module__xopx3q__imageLink href","ProductMedia-module__xopx3q__singleImage src","SizePicker-module__WzYwuW__sizePickerAddToBagButton","SizePicker-module__WzYwuW__sizePickerAddToBagButton 2","SizePicker-module__WzYwuW__sizePickerAddToBagButton 3","SizePicker-module__WzYwuW__sizePickerAddToBagButton 4","SizePicker-module__WzYwuW__sizePickerAddToBagButton 5","SizePicker-module__WzYwuW__sizePickerAddToBagButton 6","ProductTitle-module__7eNKla__productTitle","srOnly-module__3MmknW__className 2","SinglePrice-module__y_asRG__center","ProductMedia-module__xopx3q__mediaWrapper href","ProductMedia-module__xopx3q__mediaWrapper src","ProductMedia-module__xopx3q__mediaWrapper src 2","ProductMedia-module__xopx3q__mediaWrapper src 3","ProductMedia-module__xopx3q__mediaWrapper src 4","ProductMedia-module__xopx3q__mediaWrapper href 5","ProductMedia-module__xopx3q__mediaWrapper src 5","ProductMedia-module__xopx3q__mediaWrapper href 6","ProductMedia-module__xopx3q__mediaWrapper src 6","ProductMedia-module__xopx3q__mediaWrapper href 7","ProductMedia-module__xopx3q__mediaWrapper src 7","ProductMedia-module__xopx3q__mediaWrapper src 8","ProductMedia-module__xopx3q__mediaWrapper href 9","ProductMedia-module__xopx3q__mediaWrapper src 9","ProductMedia-module__xopx3q__mediaWrapper href 10","ProductMedia-module__xopx3q__mediaWrapper src 10","srOnly-module__3MmknW__className 3","ColorBullet-module__BR9stq__colorBullet src","ColorBullet-module__BR9stq__colorBullet src 2","ColorBullet-module__BR9stq__colorBullet src 3"
"https://shop.mango.com/in/en/p/men/shorts/linen-blend-bermuda-shorts/lyocell-cotton-blend-pleated-bermuda-shorts/37042890/30/00","https://media.mango.com/is/image/punto/37042890-30-508?wid=2048&hei=1430&fit=crop","38","40","42","44","46","48","Lyocell cotton blend pleated bermuda shorts","Current price [Rs. 4,999.00 ]","Rs. 4,999.00","","","","","","","","","","","","","","","","","","","",""
"","","S","M","L","XL","XXL","","Micro check blazer 100% cotton","Current price [Rs. 8,999.00 ]","Rs. 8,999.00","https://shop.mango.com/in/en/p/men/jackets/field-jackets/micro-check-blazer-100-cotton/37022890/08/00","https://media.mango.com/is/image/punto/37022890-08-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37022890-08-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37022890-08-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37022890-08-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/jackets/field-jackets/micro-check-blazer-100-cotton/37022890/08/00","https://media.mango.com/is/image/punto/37022890-08-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/jackets/field-jackets/micro-check-blazer-100-cotton/37022890/08/00","https://media.mango.com/is/image/punto/37022890-08-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/jackets/field-jackets/micro-check-blazer-100-cotton/37022890/08/00","https://media.mango.com/is/image/punto/37022890-08-023?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37022890-08-900?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/jackets/field-jackets/micro-check-blazer-100-cotton/37022890/08/00","https://media.mango.com/is/image/punto/37022890-08-030?wid=2048&hei=2867&fit=crop","","","","","",""
"","","38","40","42","44","46","48","Slim fit micro-check 100% cotton Bermuda shorts","Current price [Rs. 4,999.00 ]","Rs. 4,999.00","https://shop.mango.com/in/en/p/men/shorts/denim-bermuda-shorts/slim-fit-micro-check-100-cotton-bermuda-shorts/37052889/08/00","https://media.mango.com/is/image/punto/37052889-08-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37052889-08-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37052889-08-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37052889-08-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shorts/denim-bermuda-shorts/slim-fit-micro-check-100-cotton-bermuda-shorts/37052889/08/00","https://media.mango.com/is/image/punto/37052889-08-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shorts/denim-bermuda-shorts/slim-fit-micro-check-100-cotton-bermuda-shorts/37052889/08/00","https://media.mango.com/is/image/punto/37052889-08-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shorts/denim-bermuda-shorts/slim-fit-micro-check-100-cotton-bermuda-shorts/37052889/08/00","https://media.mango.com/is/image/punto/37052889-08-011?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37052889-08-023?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shorts/denim-bermuda-shorts/slim-fit-micro-check-100-cotton-bermuda-shorts/37052889/08/00","https://media.mango.com/is/image/punto/37052889-08-900?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shorts/denim-bermuda-shorts/slim-fit-micro-check-100-cotton-bermuda-shorts/37052889/08/00","https://media.mango.com/is/image/punto/37052889-08-030?wid=2048&hei=2867&fit=crop","","","",""
"","","S","M","L","XL","XXL","","Ribbed cotton-linen blend sweater","Current price [Rs. 4,999.00 ]","Rs. 4,999.00","https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/sweaters/ribbed-cotton-linen-blend-sweater/37072899/30/00","https://media.mango.com/is/image/punto/37072899-30-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37072899-30-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37072899-30-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37072899-30-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/sweaters/ribbed-cotton-linen-blend-sweater/37072899/30/00","https://media.mango.com/is/image/punto/37072899-30-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/sweaters/ribbed-cotton-linen-blend-sweater/37072899/30/00","https://media.mango.com/is/image/punto/37072899-30-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/sweaters/ribbed-cotton-linen-blend-sweater/37072899/30/00","https://media.mango.com/is/image/punto/37072899-30-023?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37072899-30-900?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/sweaters/ribbed-cotton-linen-blend-sweater/37072899/30/00","https://media.mango.com/is/image/punto/37072899-30-030?wid=2048&hei=2867&fit=crop","","","","","",""
"","","38","40","42","44","46","","Relaxed fit jeans in a cotton-linen blend","Current price [Rs. 6,499.00 ]","Rs. 6,499.00","https://shop.mango.com/in/en/p/men/trousers/linen/relaxed-fit-jeans-in-a-cotton-linen-blend/37082888/02/00","https://media.mango.com/is/image/punto/37082888-02-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37082888-02-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37082888-02-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37082888-02-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/relaxed-fit-jeans-in-a-cotton-linen-blend/37082888/02/00","https://media.mango.com/is/image/punto/37082888-02-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/relaxed-fit-jeans-in-a-cotton-linen-blend/37082888/02/00","https://media.mango.com/is/image/punto/37082888-02-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/relaxed-fit-jeans-in-a-cotton-linen-blend/37082888/02/00","https://media.mango.com/is/image/punto/37082888-02-023?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37082888-02-900?wid=2048&hei=2867&fit=crop","","","","","Colours","https://media.mango.com/is/image/punto/37082888-02-020?wid=40","https://media.mango.com/is/image/punto/37082888-08-020?wid=40","https://media.mango.com/is/image/punto/37082888-30-020?wid=40"
"https://shop.mango.com/in/en/p/men/trousers/pleated/lyocell-linen-blend-slim-fit-suit-trousers/37061358/01/00","https://media.mango.com/is/image/punto/37061358-01-508?wid=2048&hei=1430&fit=crop","38","40","42","44","46","48","Lyocell-linen blend slim fit suit trousers","Current price [Rs. 7,499.00 ]","Rs. 7,499.00","","","","","","","","","","","","","","","","","","","",""
"https://shop.mango.com/in/en/p/men/blazers/double-breasted/double-breasted-blazer-in-lyocell-linen-mix/37051358/01/00","https://media.mango.com/is/image/punto/37051358-01-508?wid=2048&hei=1430&fit=crop","46","48","50","52","54","56","Double-breasted blazer in lyocell-linen mix","Current price [Rs. 15,999.00 ]","Rs. 15,999.00","","","","","","","","","","","","","","","","","","","",""
"","","38","40","42","44","46","48","100% linen trousers with adjustable straps","Current price [Rs. 7,499.00 ]","Rs. 7,499.00","https://shop.mango.com/in/en/p/men/trousers/linen/100-linen-trousers-with-adjustable-straps/37051415/56/00","https://media.mango.com/is/image/punto/37051415-56-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051415-56-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051415-56-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051415-56-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/100-linen-trousers-with-adjustable-straps/37051415/56/00","https://media.mango.com/is/image/punto/37051415-56-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/100-linen-trousers-with-adjustable-straps/37051415/56/00","https://media.mango.com/is/image/punto/37051415-56-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/100-linen-trousers-with-adjustable-straps/37051415/56/00","https://media.mango.com/is/image/punto/37051415-56-007?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051415-56-023?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/100-linen-trousers-with-adjustable-straps/37051415/56/00","https://media.mango.com/is/image/punto/37051415-56-900?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/100-linen-trousers-with-adjustable-straps/37051415/56/00","https://media.mango.com/is/image/punto/37051415-56-030?wid=2048&hei=2867&fit=crop","Colours","https://media.mango.com/is/image/punto/37051415-56-020?wid=40","https://media.mango.com/is/image/punto/37031370-01-020?wid=40",""
"","","38","40","42","44","46","48","Milan slim-fit suit trousers","Current price [Rs. 6,199.00 ]","Rs. 6,199.00","https://shop.mango.com/in/en/p/men/trousers/slim-fit/milan-slim-fit-suit-trousers/37021360/08/00","https://media.mango.com/is/image/punto/37021360-08-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37021360-08-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37021360-08-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37021360-08-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/slim-fit/milan-slim-fit-suit-trousers/37021360/08/00","https://media.mango.com/is/image/punto/37021360-08-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/slim-fit/milan-slim-fit-suit-trousers/37021360/08/00","https://media.mango.com/is/image/punto/37021360-08-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/slim-fit/milan-slim-fit-suit-trousers/37021360/08/00","https://media.mango.com/is/image/punto/37021360-08-007?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37021360-08-011?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/slim-fit/milan-slim-fit-suit-trousers/37021360/08/00","https://media.mango.com/is/image/punto/37021360-08-023?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/slim-fit/milan-slim-fit-suit-trousers/37021360/08/00","https://media.mango.com/is/image/punto/37021360-08-900?wid=2048&hei=2867&fit=crop","Colours","https://media.mango.com/is/image/punto/37021360-08-020?wid=40","https://media.mango.com/is/image/punto/37041362-56-020?wid=40","https://media.mango.com/is/image/punto/37031371-35-020?wid=40"
"https://shop.mango.com/in/en/p/men/blazers/double-breasted/boston-regular-fit-double-breasted-suit-jacket/37071405/56/00","https://media.mango.com/is/image/punto/37071405-56-508?wid=2048&hei=1430&fit=crop","46","48","50","52","54","56","Boston regular-fit double-breasted suit jacket","Current price [Rs. 14,999.00 ]","Rs. 14,999.00","","","","","","","","","","","","","","","","","","","",""
"https://shop.mango.com/in/en/p/men/shorts/linen-blend-bermuda-shorts/regular-fit-100-linen-bermuda-shorts/37071334/56/00","https://media.mango.com/is/image/punto/37071334-56-508?wid=2048&hei=1430&fit=crop","38","40","42","44","46","48","Regular fit 100% linen Bermuda shorts","Current price [Rs. 4,999.00 ]","Rs. 4,999.00","","","","","","","","","","","","","","","","","","","",""
"https://shop.mango.com/in/en/p/men/shirts/linen/100-linen-slim-fit-shirt/37081422/07/00","https://media.mango.com/is/image/punto/37081422-07-508?wid=2048&hei=1430&fit=crop","XS","S","M","L","XL","XXL","100% linen slim-fit shirt","Current price [Rs. 6,190.00 ]","Rs. 6,190.00","","","","","","","","","","","","","","","","","","","",""
"https://shop.mango.com/in/en/p/men/shirts/regular-fit/100-cotton-striped-shirt/37041433/50/00","https://media.mango.com/is/image/punto/37041433-50-508?wid=2048&hei=1430&fit=crop","XS","S","M","L","XL","XXL","100% cotton striped shirt","Current price [Rs. 4,990.00 ]","Rs. 4,990.00","","","","","","","","","","","","","","","","","","","",""
"","","S","M","L","XL","XXL","","Modal zip jacket","Current price [Rs. 8,990.00 ]","Rs. 8,990.00","https://shop.mango.com/in/en/p/men/jackets/jackets/modal-zip-jacket/37031333/56/00","https://media.mango.com/is/image/punto/37031333-56-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031333-56-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031333-56-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031333-56-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/jackets/jackets/modal-zip-jacket/37031333/56/00","https://media.mango.com/is/image/punto/37031333-56-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/jackets/jackets/modal-zip-jacket/37031333/56/00","https://media.mango.com/is/image/punto/37031333-56-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/jackets/jackets/modal-zip-jacket/37031333/56/00","https://media.mango.com/is/image/punto/37031333-56-023?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031333-56-900?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/jackets/jackets/modal-zip-jacket/37031333/56/00","https://media.mango.com/is/image/punto/37031333-56-030?wid=2048&hei=2867&fit=crop","","","","","",""
"","","S","M","L","XL","XXL","","Regular fit cotton-linen blend overshirt","Current price [Rs. 5,999.00 ]","Rs. 5,999.00","https://shop.mango.com/in/en/p/men/overshirts/regular-fit-cotton-linen-blend-overshirt/37092889/01/00","https://media.mango.com/is/image/punto/37092889-01-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37092889-01-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37092889-01-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37092889-01-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/overshirts/regular-fit-cotton-linen-blend-overshirt/37092889/01/00","https://media.mango.com/is/image/punto/37092889-01-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/overshirts/regular-fit-cotton-linen-blend-overshirt/37092889/01/00","https://media.mango.com/is/image/punto/37092889-01-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/overshirts/regular-fit-cotton-linen-blend-overshirt/37092889/01/00","https://media.mango.com/is/image/punto/37092889-01-011?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37092889-01-023?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/overshirts/regular-fit-cotton-linen-blend-overshirt/37092889/01/00","https://media.mango.com/is/image/punto/37092889-01-900?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/overshirts/regular-fit-cotton-linen-blend-overshirt/37092889/01/00","https://media.mango.com/is/image/punto/37092889-01-030?wid=2048&hei=2867&fit=crop","","","",""
"","","38","40","42","44","46","48","Slim fit cropped linen-cotton trousers","Current price [Rs. 5,290.00 ]","Rs. 5,290.00","https://shop.mango.com/in/en/p/men/trousers/linen/slim-fit-cropped-linen-cotton-trousers/37061331/02/00","https://media.mango.com/is/image/punto/37061331-02-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061331-02-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061331-02-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061331-02-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/slim-fit-cropped-linen-cotton-trousers/37061331/02/00","https://media.mango.com/is/image/punto/37061331-02-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/slim-fit-cropped-linen-cotton-trousers/37061331/02/00","https://media.mango.com/is/image/punto/37061331-02-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/slim-fit-cropped-linen-cotton-trousers/37061331/02/00","https://media.mango.com/is/image/punto/37061331-02-007?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37061331-02-011?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/slim-fit-cropped-linen-cotton-trousers/37061331/02/00","https://media.mango.com/is/image/punto/37061331-02-023?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/trousers/linen/slim-fit-cropped-linen-cotton-trousers/37061331/02/00","https://media.mango.com/is/image/punto/37061331-02-900?wid=2048&hei=2867&fit=crop","Colours","https://media.mango.com/is/image/punto/37061331-02-020?wid=40","https://media.mango.com/is/image/punto/37061331-99-020?wid=40","https://media.mango.com/is/image/punto/37061331-56-020?wid=40"
"","","38","40","42","44","46","48","Slim fit cotton lyocell bermuda shorts","Current price [Rs. 4,999.00 ]","Rs. 4,999.00","https://shop.mango.com/in/en/p/men/shorts/linen-blend-bermuda-shorts/slim-fit-cotton-lyocell-bermuda-shorts/37081448/45/00","https://media.mango.com/is/image/punto/37081448-45-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37081448-45-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37081448-45-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37081448-45-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shorts/linen-blend-bermuda-shorts/slim-fit-cotton-lyocell-bermuda-shorts/37081448/45/00","https://media.mango.com/is/image/punto/37081448-45-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shorts/linen-blend-bermuda-shorts/slim-fit-cotton-lyocell-bermuda-shorts/37081448/45/00","https://media.mango.com/is/image/punto/37081448-45-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shorts/linen-blend-bermuda-shorts/slim-fit-cotton-lyocell-bermuda-shorts/37081448/45/00","https://media.mango.com/is/image/punto/37081448-45-007?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37081448-45-023?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shorts/linen-blend-bermuda-shorts/slim-fit-cotton-lyocell-bermuda-shorts/37081448/45/00","https://media.mango.com/is/image/punto/37081448-45-900?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shorts/linen-blend-bermuda-shorts/slim-fit-cotton-lyocell-bermuda-shorts/37081448/45/00","https://media.mango.com/is/image/punto/37081448-45-030?wid=2048&hei=2867&fit=crop","Colours","https://media.mango.com/is/image/punto/37081448-45-020?wid=40","https://media.mango.com/is/image/punto/37081448-03-020?wid=40",""
"","","46","48","50","52","54","56","Milan slim-fit suit jacket","Current price [Rs. 11,999.00 ]","Rs. 11,999.00","https://shop.mango.com/in/en/p/men/blazers/casual/milan-slim-fit-suit-jacket/37031360/08/00","https://media.mango.com/is/image/punto/37031360-08-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031360-08-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031360-08-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031360-08-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/blazers/casual/milan-slim-fit-suit-jacket/37031360/08/00","https://media.mango.com/is/image/punto/37031360-08-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/blazers/casual/milan-slim-fit-suit-jacket/37031360/08/00","https://media.mango.com/is/image/punto/37031360-08-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/blazers/casual/milan-slim-fit-suit-jacket/37031360/08/00","https://media.mango.com/is/image/punto/37031360-08-007?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37031360-08-023?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/blazers/casual/milan-slim-fit-suit-jacket/37031360/08/00","https://media.mango.com/is/image/punto/37031360-08-900?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/blazers/casual/milan-slim-fit-suit-jacket/37031360/08/00","https://media.mango.com/is/image/punto/37031360-08-030?wid=2048&hei=2867&fit=crop","Colours","https://media.mango.com/is/image/punto/37031360-08-020?wid=40","https://media.mango.com/is/image/punto/37091361-56-020?wid=40","https://media.mango.com/is/image/punto/37041369-35-020?wid=40"
"https://shop.mango.com/in/en/p/men/shirts/printed/100-cotton-printed-shirt/37031435/55/00","https://media.mango.com/is/image/punto/37031435-55-508?wid=2048&hei=1430&fit=crop","XS","S","M","L","XL","XXL","100% cotton printed shirt","Current price [Rs. 4,990.00 ]","Rs. 4,990.00","","","","","","","","","","","","","","","","","","","",""
"","","XS","S","M","L","XL","XXL","100% cotton shirt with embroidery details","Current price [Rs. 3,990.00 ]","Rs. 3,990.00","https://shop.mango.com/in/en/p/men/shirts/regular-fit/100-cotton-shirt-with-embroidery-details/37091346/01/00","https://media.mango.com/is/image/punto/37091346-01-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37091346-01-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37091346-01-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37091346-01-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shirts/regular-fit/100-cotton-shirt-with-embroidery-details/37091346/01/00","https://media.mango.com/is/image/punto/37091346-01-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shirts/regular-fit/100-cotton-shirt-with-embroidery-details/37091346/01/00","https://media.mango.com/is/image/punto/37091346-01-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shirts/regular-fit/100-cotton-shirt-with-embroidery-details/37091346/01/00","https://media.mango.com/is/image/punto/37091346-01-011?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37091346-01-023?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shirts/regular-fit/100-cotton-shirt-with-embroidery-details/37091346/01/00","https://media.mango.com/is/image/punto/37091346-01-900?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shirts/regular-fit/100-cotton-shirt-with-embroidery-details/37091346/01/00","https://media.mango.com/is/image/punto/37091346-01-030?wid=2048&hei=2867&fit=crop","Colours","https://media.mango.com/is/image/punto/37091346-01-020?wid=40","https://media.mango.com/is/image/punto/37091346-56-020?wid=40","https://media.mango.com/is/image/punto/37091346-08-020?wid=40"
"https://shop.mango.com/in/en/p/men/trousers/linen/slim-fit-linen-lyocell-blend-trousers/37021369/56/00","https://media.mango.com/is/image/punto/37021369-56-508?wid=2048&hei=1430&fit=crop","38","40","42","44","46","48","Slim fit linen lyocell blend trousers","Current price [Rs. 6,499.00 ]","Rs. 6,499.00","","","","","","","","","","","","","","","","","","","",""
"","","One size","","","","","","100% cotton grid handkerchief","Current price [Rs. 2,499.00 ]","Rs. 2,499.00","https://shop.mango.com/in/en/p/men/scarves--caps-and-gloves/scarves/100-cotton-grid-handkerchief/37051356/01/00","https://media.mango.com/is/image/punto/37051356-01-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051356-01-052?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051356-01-053?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37051356-01-900?wid=2048&hei=2867&fit=crop","","","","","","","","","","","","","","",""
"","","XS","S","M","L","XL","XXL","Regular fit lyocell-linen blend shirt","Current price [Rs. 4,999.00 ]","Rs. 4,999.00","https://shop.mango.com/in/en/p/men/shirts/linen/regular-fit-lyocell-linen-blend-shirt/37081352/56/00","https://media.mango.com/is/image/punto/37081352-56-500?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37081352-56-001?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37081352-56-002?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37081352-56-003?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shirts/linen/regular-fit-lyocell-linen-blend-shirt/37081352/56/00","https://media.mango.com/is/image/punto/37081352-56-004?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shirts/linen/regular-fit-lyocell-linen-blend-shirt/37081352/56/00","https://media.mango.com/is/image/punto/37081352-56-008?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shirts/linen/regular-fit-lyocell-linen-blend-shirt/37081352/56/00","https://media.mango.com/is/image/punto/37081352-56-023?wid=2048&hei=2867&fit=crop","https://media.mango.com/is/image/punto/37081352-56-900?wid=2048&hei=2867&fit=crop","https://shop.mango.com/in/en/p/men/shirts/linen/regular-fit-lyocell-linen-blend-shirt/37081352/56/00","https://media.mango.com/is/image/punto/37081352-56-030?wid=2048&hei=2867&fit=crop","","","Colours","https://media.mango.com/is/image/punto/37081352-56-020?wid=40","https://media.mango.com/is/image/punto/37081352-07-020?wid=40","https://media.mango.com/is/image/punto/37081352-81-020?wid=40"
